FILE_SIZES.txt	14672
SHA256SUMS.txt	24227
abundance/ABUNDANCE_RECOVERY_DETAIL.tsv	331
abundance/S14_abundance.json	398
abundance/S14_abundance.tsv	25205
abundance/S15_abundance.json	398
abundance/S15_abundance.tsv	23456
candidates/clusters/cluster_members.tsv	4258002
candidates/clusters/representative_metadata.tsv	4337839
configs/LANTERN_V5_PRECISION_FILTER.joblib	44550
configs/MODEL_FREEZE.json	1518
configs/lantern_v4_holdout_14_15_20260820.json	2131
configs/v4_balanced.json	581
evaluation/flye_long_pair/GOLD_COVERAGE_SUMMARY.json	910
evaluation/flye_long_pair/cross_binid_chimera_audit.tsv	372
evaluation/flye_long_pair/evaluate_console.log	910
evaluation/flye_long_pair/minimap2.log	739
evaluation/flye_long_pair/per_genome_recovery.tsv	18194
evaluation/flye_long_pair/per_truth_contig.tsv	50947010
evaluation/flye_long_s14/GOLD_COVERAGE_SUMMARY.json	908
evaluation/flye_long_s14/cross_binid_chimera_audit.tsv	324
evaluation/flye_long_s14/evaluate_console.log	908
evaluation/flye_long_s14/minimap2.log	738
evaluation/flye_long_s14/per_genome_recovery.tsv	18195
evaluation/flye_long_s14/per_truth_contig.tsv	50946961
evaluation/flye_long_s15/GOLD_COVERAGE_SUMMARY.json	907
evaluation/flye_long_s15/cross_binid_chimera_audit.tsv	223
evaluation/flye_long_s15/evaluate_console.log	907
evaluation/flye_long_s15/minimap2.log	738
evaluation/flye_long_s15/per_genome_recovery.tsv	18154
evaluation/flye_long_s15/per_truth_contig.tsv	50946878
evaluation/megahit_short_pair/GOLD_COVERAGE_SUMMARY.json	946
evaluation/megahit_short_pair/cross_binid_chimera_audit.tsv	934264
evaluation/megahit_short_pair/evaluate_console.log	946
evaluation/megahit_short_pair/minimap2.log	750
evaluation/megahit_short_pair/per_genome_recovery.tsv	21021
evaluation/megahit_short_pair/per_truth_contig.tsv	51013585
evaluation/metaspades_hybrid_pair/GOLD_COVERAGE_SUMMARY.json	957
evaluation/metaspades_hybrid_pair/cross_binid_chimera_audit.tsv	21052590
evaluation/metaspades_hybrid_pair/evaluate_console.log	957
evaluation/metaspades_hybrid_pair/minimap2.log	756
evaluation/metaspades_hybrid_pair/per_genome_recovery.tsv	22844
evaluation/metaspades_hybrid_pair/per_truth_contig.tsv	51364678
evaluation/metaspades_short_pair/GOLD_COVERAGE_SUMMARY.json	954
evaluation/metaspades_short_pair/cross_binid_chimera_audit.tsv	22418091
evaluation/metaspades_short_pair/evaluate_console.log	954
evaluation/metaspades_short_pair/minimap2.log	755
evaluation/metaspades_short_pair/per_genome_recovery.tsv	22832
evaluation/metaspades_short_pair/per_truth_contig.tsv	51371927
evaluation/v4_balanced/GOLD_COVERAGE_SUMMARY.json	957
evaluation/v4_balanced/cross_binid_chimera_audit.tsv	21104545
evaluation/v4_balanced/evaluate_console.log	957
evaluation/v4_balanced/minimap2.log	779
evaluation/v4_balanced/per_genome_recovery.tsv	22841
evaluation/v4_balanced/per_truth_contig.tsv	51365618
evaluation/v4_balanced_no_consensus/GOLD_COVERAGE_SUMMARY.json	957
evaluation/v4_balanced_no_consensus/cross_binid_chimera_audit.tsv	21089262
evaluation/v4_balanced_no_consensus/evaluate_console.log	957
evaluation/v4_balanced_no_consensus/minimap2.log	787
evaluation/v4_balanced_no_consensus/per_genome_recovery.tsv	22845
evaluation/v4_balanced_no_consensus/per_truth_contig.tsv	51365425
evaluation/v4_balanced_no_long/GOLD_COVERAGE_SUMMARY.json	954
evaluation/v4_balanced_no_long/cross_binid_chimera_audit.tsv	21091032
evaluation/v4_balanced_no_long/evaluate_console.log	954
evaluation/v4_balanced_no_long/minimap2.log	782
evaluation/v4_balanced_no_long/per_genome_recovery.tsv	22844
evaluation/v4_balanced_no_long/per_truth_contig.tsv	51365534
evaluation/v4_balanced_no_longitudinal/GOLD_COVERAGE_SUMMARY.json	956
evaluation/v4_balanced_no_longitudinal/cross_binid_chimera_audit.tsv	21100107
evaluation/v4_balanced_no_longitudinal/evaluate_console.log	956
evaluation/v4_balanced_no_longitudinal/minimap2.log	790
evaluation/v4_balanced_no_longitudinal/per_genome_recovery.tsv	22838
evaluation/v4_balanced_no_longitudinal/per_truth_contig.tsv	51365140
evaluation/v5_precision/GOLD_COVERAGE_SUMMARY.json	957
evaluation/v5_precision/cross_binid_chimera_audit.tsv	21068835
evaluation/v5_precision/evaluate_console.log	957
evaluation/v5_precision/minimap2.log	773
evaluation/v5_precision/per_genome_recovery.tsv	22843
evaluation/v5_precision/per_truth_contig.tsv	51364828
evaluation/v5_precision_no_consensus/GOLD_COVERAGE_SUMMARY.json	956
evaluation/v5_precision_no_consensus/cross_binid_chimera_audit.tsv	21066666
evaluation/v5_precision_no_consensus/evaluate_console.log	956
evaluation/v5_precision_no_consensus/minimap2.log	781
evaluation/v5_precision_no_consensus/per_genome_recovery.tsv	22845
evaluation/v5_precision_no_consensus/per_truth_contig.tsv	51364909
evaluation/v5_precision_no_long/GOLD_COVERAGE_SUMMARY.json	956
evaluation/v5_precision_no_long/cross_binid_chimera_audit.tsv	21055719
evaluation/v5_precision_no_long/evaluate_console.log	956
evaluation/v5_precision_no_long/minimap2.log	776
evaluation/v5_precision_no_long/per_genome_recovery.tsv	22847
evaluation/v5_precision_no_long/per_truth_contig.tsv	51364808
evaluation/v5_precision_no_longitudinal/GOLD_COVERAGE_SUMMARY.json	956
evaluation/v5_precision_no_longitudinal/cross_binid_chimera_audit.tsv	21068378
evaluation/v5_precision_no_longitudinal/evaluate_console.log	956
evaluation/v5_precision_no_longitudinal/minimap2.log	784
evaluation/v5_precision_no_longitudinal/per_genome_recovery.tsv	22841
evaluation/v5_precision_no_longitudinal/per_truth_contig.tsv	51364627
evidence/S14_long_coverage.tsv	1141189
evidence/S14_short_coverage.tsv	1207028
evidence/S15_long_coverage.tsv	1102892
evidence/S15_short_coverage.tsv	1171102
evidence/merged/EVIDENCE_SUMMARY.json	62
evidence/merged/mapping_evidence.tsv	2672915
logs/ABUNDANCE_S14.log	398
logs/ABUNDANCE_S15.log	398
logs/ABUNDANCE_SUMMARY.log	1152
logs/APPLY_V5_full.log	918
logs/APPLY_V5_no_consensus.log	918
logs/APPLY_V5_no_long.log	917
logs/APPLY_V5_no_longitudinal.log	918
logs/BUILD_V4_full.log	670
logs/BUILD_V4_no_consensus.log	678
logs/BUILD_V4_no_long.log	673
logs/BUILD_V4_no_longitudinal.log	681
logs/EXTRACT_TRUTH.log	0
logs/MAP_S14_LONG.log	747
logs/MAP_S14_LONG_PAF.log	755
logs/MAP_S14_SHORT.log	1187
logs/MAP_S15_LONG.log	747
logs/MAP_S15_LONG_PAF.log	755
logs/MAP_S15_SHORT.log	1186
logs/MASH_SKETCH.log	19785
logs/MERGE_EVIDENCE.log	0
logs/PSEUDO_NOVEL.log	459
logs/TRUTH_INDEX.log	617
logs/TRUTH_INDEX.stdout	0
provenance/BASELINE_AVAILABILITY.tsv	814
provenance/EVALUATED_METHODS.tsv	1223
provenance/GIT_HEAD.txt	41
provenance/GSA_SHA256SUMS.txt	240
provenance/MASH_VERSION.txt	4
provenance/METHOD_MANIFEST.tsv	915
provenance/MICROMAMBA_LIST.txt	5339
provenance/MINIMAP2_VERSION.txt	11
provenance/PYTHON_VERSION.txt	15
provenance/RECONSTRUCTED_INPUT_SHA256SUMS.txt	2317
provenance/RECONSTRUCTED_INPUT_STATS.tsv	1208
provenance/RESUME_BOUNDARY.txt	124
provenance/SAMTOOLS_VERSION.txt	2877
provenance/UNAME.txt	113
provenance/UPSTREAM_IMMUTABLE_INPUT_SHA256SUMS.txt	1425
provenance/V4V5_RESUME_TRUTH_BLIND_FREEZE.json	4895
provenance/V4V5_RESUME_TRUTH_BLIND_FREEZE_SHA256.txt	131
pseudo_novel/PSEUDO_NOVEL_AUDIT.json	459
pseudo_novel/PSEUDO_NOVEL_RECOVERY_DETAIL.tsv	461401
pseudo_novel/PSEUDO_NOVEL_RECOVERY_SUMMARY.tsv	5203
pseudo_novel/PSEUDO_NOVEL_TARGETS.tsv	19547
pseudo_novel/mash_reference_files.txt	15653
pseudo_novel/truth_genome_distances.tsv	10952576
truth/TRUTH_SUMMARY.json	238
truth/genome_reference_manifest.tsv	37275
truth/truth_mapping.tsv	185836287
variants/v4_balanced_full/AUGMENTATION_DECISIONS.tsv	6229292
variants/v4_balanced_full/AUGMENTATION_SUMMARY.json	670
variants/v4_balanced_full/LANTERN_BACKBONE_AUGMENTED.fasta	186278910
variants/v4_balanced_full/VALIDATION.json	186
variants/v4_balanced_no_consensus/AUGMENTATION_DECISIONS.tsv	6414989
variants/v4_balanced_no_consensus/AUGMENTATION_SUMMARY.json	678
variants/v4_balanced_no_consensus/LANTERN_BACKBONE_AUGMENTED.fasta	184387764
variants/v4_balanced_no_consensus/VALIDATION.json	186
variants/v4_balanced_no_long/AUGMENTATION_DECISIONS.tsv	5883516
variants/v4_balanced_no_long/AUGMENTATION_SUMMARY.json	673
variants/v4_balanced_no_long/LANTERN_BACKBONE_AUGMENTED.fasta	185938124
variants/v4_balanced_no_long/VALIDATION.json	186
variants/v4_balanced_no_longitudinal/AUGMENTATION_DECISIONS.tsv	6461710
variants/v4_balanced_no_longitudinal/AUGMENTATION_SUMMARY.json	681
variants/v4_balanced_no_longitudinal/LANTERN_BACKBONE_AUGMENTED.fasta	186143891
variants/v4_balanced_no_longitudinal/VALIDATION.json	186
variants/v5_precision_full/ASSEMBLY_SHA256.txt	92
variants/v5_precision_full/LANTERN_V5_ASSEMBLY.fasta	183967385
variants/v5_precision_full/V5_FILTER_DECISIONS.tsv	9236010
variants/v5_precision_full/V5_FILTER_SUMMARY.json	918
variants/v5_precision_full/VALIDATION.json	186
variants/v5_precision_no_consensus/ASSEMBLY_SHA256.txt	92
variants/v5_precision_no_consensus/LANTERN_V5_ASSEMBLY.fasta	183398364
variants/v5_precision_no_consensus/V5_FILTER_DECISIONS.tsv	9422004
variants/v5_precision_no_consensus/V5_FILTER_SUMMARY.json	918
variants/v5_precision_no_consensus/VALIDATION.json	186
variants/v5_precision_no_long/ASSEMBLY_SHA256.txt	92
variants/v5_precision_no_long/LANTERN_V5_ASSEMBLY.fasta	183105201
variants/v5_precision_no_long/V5_FILTER_DECISIONS.tsv	8964326
variants/v5_precision_no_long/V5_FILTER_SUMMARY.json	917
variants/v5_precision_no_long/VALIDATION.json	186
variants/v5_precision_no_longitudinal/ASSEMBLY_SHA256.txt	92
variants/v5_precision_no_longitudinal/LANTERN_V5_ASSEMBLY.fasta	183987600
